1572089035.655901,100588.67502492663,100597.00844962861
1572089035.778016,100588.80971293892,100597.23260327762
1572089035.888648,100588.79714350718,100597.27314538349
1572089035.999228,100588.66245551211,100597.27314538349
1572089036.1213,100588.63552105242,100597.21412492967
1572089036.234065,100588.5906250411,100597.21412492967
1572089036.344762,100588.60139882006,100597.30378634993
1572089036.455295,100588.73608683088,100597.36459953993
1572089036.568161,100588.74326936003,100597.2749380573
1572089036.68523,100588.74326936003,100597.21007072115
1572089036.802002,100588.74326936003,100597.25490143585
1572089036.91866,100588.74326936003,100597.331931437
1572089037.036098,100588.92285321074,100597.37676217793
1572089037.152674,100588.88334922832,100597.34027426393
1572089037.269708,100589.6465780327,100597.38510497285
1572089037.386607,100589.66273887819,100597.38510497285
1572089037.504364,100590.5606505929,100597.29544354172
1572089037.621078,100590.58399424952,100597.35625670053
1572089037.737648,100591.66148189406,100597.49074892089
1572089037.855058,100591.62197681161,100597.43398988535
1572089037.972006,100592.69945674829,100597.43398988535
1572089038.088568,100592.64558559113,100597.33848150329
1572089038.205405,100592.87005953932,100597.33848150329
1572089038.323363,100592.89519947002,100597.38331217504
1572089038.442266,100592.89519947002,100597.44615253582
1572089038.558983,100592.58811858825,100597.58064456811
1572089038.676984,100592.58811858825,100597.5461836721
1572089038.793656,100591.82490412238,100597.32203030694
1572089038.910328,100591.81772136371,100597.27946107394
1572089039.028741,100590.91981738449,100597.54844494133
1572089039.147594,100590.90545199832,100597.61533965614
1572089039.280468,100590.09733421546,100597.34635558294
1572089039.399126,100590.12426909321,100597.38081639059
1572089039.515854,100589.4957300385,100597.51530853994
1572089039.633318,100589.56037333196,100597.51733564939
1572089039.751684,100589.24610266971,100597.69665833353
1572089039.875832,100589.1688900937,100597.70273967435
1572089039.992517,100588.7648272215,100597.47858627042
